"Département - commune","Libellé de la commune","Région","Département","Code géographique du bassin de vie 2012","Libellé du bassin de vie 2012",,
"COM","LIB_COM","REG","DEP","BV","LIBBV",,
"54150","Custines","41","54","54395","Nancy",,
"54151","Cutry","41","54","54323","Longwy",,
"54152","Damelevières","41","54","54076","Blainville-sur-l'Eau",,
"54153","Dampvitoux","41","54","54273","Jarny",,
"54154","Deneuvre","41","54","54039","Baccarat",,
"54155","Deuxville","41","54","54329","Lunéville",,
"54156","Diarville","41","54","88304","Mirecourt",,
"54157","Dieulouard","41","54","54431","Pont-à-Mousson",,
"54158","Dolcourt","41","54","54563","Vézelise",,
"54159","Dombasle-sur-Meurthe","41","54","54159","Dombasle-sur-Meurthe",,
"54160","Domèvre-en-Haye","41","54","54431","Pont-à-Mousson",,
"54161","Domèvre-sur-Vezouze","41","54","54039","Baccarat",,
"54162","Domgermain","41","54","54528","Toul",,
"54163","Domjevin","41","54","54329","Lunéville",,
"54164","Dommarie-Eulmont","41","54","54563","Vézelise",,
"54165","Dommartemont","41","54","54395","Nancy",,
"54166","Dommartin-la-Chaussée","41","54","54431","Pont-à-Mousson",,
"54167","Dommartin-lès-Toul","41","54","54528","Toul",,
"54168","Dommartin-sous-Amance","41","54","54395","Nancy",,
"54169","Domprix","41","54","54425","Piennes",,
"54170","Domptail-en-l'Air","41","54","88090","Charmes",,
"54171","Doncourt-lès-Conflans","41","54","54273","Jarny",,
"54172","Doncourt-lès-Longuyon","41","54","54322","Longuyon",,
"54173","Drouville","41","54","54159","Dombasle-sur-Meurthe",,
"54174","Écrouves","41","54","54528","Toul",,
"54175","Einvaux","41","54","88090","Charmes",,
"54176","Einville-au-Jard","41","54","54329","Lunéville",,
"54177","Emberménil","41","54","54329","Lunéville",,
"54178","Épiez-sur-Chiers","41","54","54322","Longuyon",,
"54179","Éply","41","54","54431","Pont-à-Mousson",,
"54180","Erbéviller-sur-Amezule","41","54","54395","Nancy",,
"54181","Errouville","41","54","54580","Villerupt",,
"54182","Essey-et-Maizerais","41","54","54431","Pont-à-Mousson",,
"54183","Essey-la-Côte","41","54","88090","Charmes",,
"54184","Essey-lès-Nancy","41","54","54395","Nancy",,
"54185","Étreval","41","54","54563","Vézelise",,
"54186","Eulmont","41","54","54395","Nancy",,
"54187","Euvezin","41","54","54431","Pont-à-Mousson",,
"54188","Faulx","41","54","54395","Nancy",,
"54189","Favières","41","54","54563","Vézelise",,
"54190","Fécocourt","41","54","54563","Vézelise",,
"54191","Fenneviller","41","54","88372","Raon-l'Étape",,
"54192","Ferrières","41","54","54159","Dombasle-sur-Meurthe",,
"54193","Fey-en-Haye","41","54","54431","Pont-à-Mousson",,
"54194","Fillières","41","54","54580","Villerupt",,
"54195","Flainval","41","54","54159","Dombasle-sur-Meurthe",,
"54196","Flavigny-sur-Moselle","41","54","54328","Ludres",,
"54197","Fléville-devant-Nancy","41","54","54328","Ludres",,
"54198","Fléville-Lixières","41","54","54273","Jarny",,
"54199","Flin","41","54","54039","Baccarat",,
"54200","Flirey","41","54","54431","Pont-à-Mousson",,
"54201","Fontenoy-la-Joûte","41","54","54039","Baccarat",,
"54202","Fontenoy-sur-Moselle","41","54","54528","Toul",,
"54203","Forcelles-Saint-Gorgon","41","54","54563","Vézelise",,
"54204","Forcelles-sous-Gugney","41","54","54563","Vézelise",,
"54205","Foug","41","54","54528","Toul",,
"54206","Fraimbois","41","54","54329","Lunéville",,
"54207","Fraisnes-en-Saintois","41","54","88304","Mirecourt",,
"54208","Francheville","41","54","54528","Toul",,
"54209","Franconville","41","54","54076","Blainville-sur-l'Eau",,
"54210","Fréménil","41","54","54039","Baccarat",,
"54211","Frémonville","41","54","57630","Sarrebourg",,
"54212","Fresnois-la-Montagne","41","54","54322","Longuyon",,
"54213","Friauville","41","54","54273","Jarny",,
"54214","Frolois","41","54","54397","Neuves-Maisons",,
"54215","Frouard","41","54","54395","Nancy",,
"54216","Froville","41","54","88090","Charmes",,
"54217","Gélacourt","41","54","54039","Baccarat",,
"54218","Gélaucourt","41","54","54563","Vézelise",,
"54219","Gellenoncourt","41","54","54159","Dombasle-sur-Meurthe",,
"54220","Gémonville","41","54","88095","Châtenois",,
"54221","Gerbécourt-et-Haplemont","41","54","54563","Vézelise",,
"54222","Gerbéviller","41","54","54076","Blainville-sur-l'Eau",,
"54223","Germiny","41","54","54397","Neuves-Maisons",,
"54224","Germonville","41","54","88090","Charmes",,
"54225","Gézoncourt","41","54","54431","Pont-à-Mousson",,
"54226","Gibeaumeix","41","54","55533","Vaucouleurs",,
"54227","Giraumont","41","54","54273","Jarny",,
"54228","Giriviller","41","54","88367","Rambervillers",,
"54229","Glonville","41","54","54039","Baccarat",,
"54230","Gogney","41","54","57630","Sarrebourg",,
"54231","Gondrecourt-Aix","41","54","54425","Piennes",,
"54232","Gondreville","41","54","54528","Toul",,
"54233","Gondrexon","41","54","54039","Baccarat",,
"54234","Gorcy","41","54","54323","Longwy",,
"54235","Goviller","41","54","54563","Vézelise",,
"54236","Grand-Failly","41","54","54322","Longuyon",,
"54237","Grimonviller","41","54","54563","Vézelise",,
"54238","Gripport","41","54","88090","Charmes",,
"54239","Griscourt","41","54","54431","Pont-à-Mousson",,
"54240","Grosrouvres","41","54","54528","Toul",,
"54241","Gugney","41","54","54563","Vézelise",,
"54242","Gye","41","54","54528","Toul",,
"54243","Hablainville","41","54","54039","Baccarat",,
"54244","Hagéville","41","54","54273","Jarny",,
"54245","Haigneville","41","54","88090","Charmes",,
"54246","Halloville","41","54","54039","Baccarat",,
"54247","Hammeville","41","54","54563","Vézelise",,
"54248","Hamonville","41","54","54528","Toul",,
"54249","Hannonville-Suzémont","41","54","54273","Jarny",,
"54250","Haraucourt","41","54","54159","Dombasle-sur-Meurthe",,
"54251","Harbouey","41","54","57630","Sarrebourg",,
"54252","Haroué","41","54","54563","Vézelise",,
"54253","Hatrize","41","54","54273","Jarny",,
"54254","Haucourt-Moulaine","41","54","54323","Longwy",,
"54255","Haudonville","41","54","54076","Blainville-sur-l'Eau",,
"54256","Haussonville","41","54","54076","Blainville-sur-l'Eau",,
"54257","Heillecourt","41","54","54395","Nancy",,
"54258","Hénaménil","41","54","54329","Lunéville",,
"54259","Herbéviller","41","54","54039","Baccarat",,
"54260","Hériménil","41","54","54329","Lunéville",,
"54261","Herserange","41","54","54323","Longwy",,
"54262","Hoéville","41","54","54159","Dombasle-sur-Meurthe",,
"54263","Homécourt","41","54","54280","Joeuf",,
"54264","Houdelmont","41","54","54563","Vézelise",,
"54265","Houdemont","41","54","54395","Nancy",,
"54266","Houdreville","41","54","54563","Vézelise",,
"54268","Housséville","41","54","54563","Vézelise",,
"54269","Hudiviller","41","54","54159","Dombasle-sur-Meurthe",,
"54270","Hussigny-Godbrange","41","54","54580","Villerupt",,
"54271","Igney","41","54","57630","Sarrebourg",,
"54272","Jaillon","41","54","54528","Toul",,
"54273","Jarny","41","54","54273","Jarny",,
"54274","Jarville-la-Malgrange","41","54","54395","Nancy",,
"54275","Jaulny","41","54","54431","Pont-à-Mousson",,
"54276","Jeandelaincourt","41","54","54431","Pont-à-Mousson",,
"54277","Jeandelize","41","54","54273","Jarny",,
"54278","Jevoncourt","41","54","54563","Vézelise",,
"54279","Jezainville","41","54","54431","Pont-à-Mousson",,
"54280","Joeuf","41","54","54280","Joeuf",,
"54281","Jolivet","41","54","54329","Lunéville",,
"54282","Joppécourt","41","54","54425","Piennes",,
"54283","Jouaville","41","54","54273","Jarny",,
"54284","Joudreville","41","54","54425","Piennes",,
"54285","Juvrecourt","41","54","57132","Château-Salins",,
"54286","Labry","41","54","54273","Jarny",,
"54287","Lachapelle","41","54","88372","Raon-l'Étape",,
"54288","Lagney","41","54","54528","Toul",,
"54289","Laître-sous-Amance","41","54","54395","Nancy",,
"54290","Laix","41","54","54323","Longwy",,
"54291","Laloeuf","41","54","54563","Vézelise",,
"54292","Lamath","41","54","54076","Blainville-sur-l'Eau",,
"54293","Landécourt","41","54","88090","Charmes",,
"54294","Landremont","41","54","54431","Pont-à-Mousson",,
"54295","Landres","41","54","54425","Piennes",,
"54296","Laneuvelotte","41","54","54395","Nancy",,
"54297","Laneuveville-aux-Bois","41","54","54329","Lunéville",,
"54298","Laneuveville-derrière-Foug","41","54","54528","Toul",,
"54299","Laneuveville-devant-Bayon","41","54","88090","Charmes",,
"54300","Laneuveville-devant-Nancy","41","54","54395","Nancy",,
"54301","Lanfroicourt","41","54","54395","Nancy",,
"54302","Lantéfontaine","41","54","54099","Briey",,
"54303","Laronxe","41","54","54329","Lunéville",,
"54304","Laxou","41","54","54395","Nancy",,
"54305","Lay-Saint-Christophe","41","54","54395","Nancy",,
"54306","Lay-Saint-Remy","41","54","54528","Toul",,
"54307","Lebeuville","41","54","88090","Charmes",,
"54308","Leintrey","41","54","57630","Sarrebourg",,
"54309","Lemainville","41","54","54563","Vézelise",,
"54310","Leménil-Mitry","41","54","88090","Charmes",,
"54311","Lenoncourt","41","54","54159","Dombasle-sur-Meurthe",,
"54312","Lesménils","41","54","54431","Pont-à-Mousson",,
"54313","Létricourt","41","54","54431","Pont-à-Mousson",,
"54314","Lexy","41","54","54323","Longwy",,
"54315","Leyr","41","54","54395","Nancy",,
"54316","Limey-Remenauville","41","54","54431","Pont-à-Mousson",,
"54317","Lironville","41","54","54431","Pont-à-Mousson",,
"54318","Liverdun","41","54","54395","Nancy",,
"54320","Loisy","41","54","54431","Pont-à-Mousson",,
"54321","Longlaville","41","54","54323","Longwy",,
"54322","Longuyon","41","54","54322","Longuyon",,
"54323","Longwy","41","54","54323","Longwy",,
"54324","Lorey","41","54","88090","Charmes",,
"54325","Loromontzey","41","54","88090","Charmes",,
"54326","Lubey","41","54","54099","Briey",,
"54327","Lucey","41","54","54528","Toul",,
"54328","Ludres","41","54","54328","Ludres",,
"54329","Lunéville","41","54","54329","Lunéville",,
"54330","Lupcourt","41","54","54159","Dombasle-sur-Meurthe",,
"54331","Magnières","41","54","88367","Rambervillers",,
"54332","Maidières","41","54","54431","Pont-à-Mousson",,
"54333","Mailly-sur-Seille","41","54","54431","Pont-à-Mousson",,
"54334","Mairy-Mainville","41","54","54425","Piennes",,
"54335","Maixe","41","54","54159","Dombasle-sur-Meurthe",,
"54336","Maizières","41","54","54397","Neuves-Maisons",,
"54337","Malavillers","41","54","54425","Piennes",,
"54338","Malleloy","41","54","54395","Nancy",,
"54339","Malzéville","41","54","54395","Nancy",,
"54340","Mamey","41","54","54431","Pont-à-Mousson",,
"54341","Mance","41","54","54099","Briey",,
"54342","Mancieulles","41","54","54099","Briey",,
"54343","Mandres-aux-Quatre-Tours","41","54","55122","Commercy",,
"54344","Mangonville","41","54","88090","Charmes",,
"54345","Manoncourt-en-Vermois","41","54","54159","Dombasle-sur-Meurthe",,
"54346","Manoncourt-en-Woëvre","41","54","54528","Toul",,
"54348","Manonville","41","54","54431","Pont-à-Mousson",,
"54349","Manonviller","41","54","54329","Lunéville",,
"54350","Marainviller","41","54","54329","Lunéville",,
"54351","Marbache","41","54","54395","Nancy",,
"54352","Maron","41","54","54397","Neuves-Maisons",,
"54353","Mars-la-Tour","41","54","54273","Jarny",,
"54354","Marthemont","41","54","54397","Neuves-Maisons",,
"54355","Martincourt","41","54","54431","Pont-à-Mousson",,
"54356","Mattexey","41","54","88367","Rambervillers",,
"54357","Maxéville","41","54","54395","Nancy",,
"54358","Mazerulles","41","54","54395","Nancy",,
"54359","Méhoncourt","41","54","88090","Charmes",,
"54360","Ménil-la-Tour","41","54","54528","Toul",,
"54362","Mercy-le-Bas","41","54","54425","Piennes",,
"54363","Mercy-le-Haut","41","54","54425","Piennes",,
"54364","Méréville","41","54","54397","Neuves-Maisons",,
"54365","Merviller","41","54","54039","Baccarat",,
"54366","Messein","41","54","54397","Neuves-Maisons",,
"54367","Mexy","41","54","54323","Longwy",,
"54368","Mignéville","41","54","54039","Baccarat",,
"54369","Millery","41","54","54395","Nancy",,
"54370","Minorville","41","54","54528","Toul",,
"54371","Moineville","41","54","54280","Joeuf",,
"54372","Moivrons","41","54","54395","Nancy",,
"54373","Moncel-lès-Lunéville","41","54","54329","Lunéville",,
"54374","Moncel-sur-Seille","41","54","57132","Château-Salins",,
"54375","Montauville","41","54","54431","Pont-à-Mousson",,
"54376","Montenoy","41","54","54395","Nancy",,
"54377","Montigny","41","54","54039","Baccarat",,
"54378","Montigny-sur-Chiers","41","54","54323","Longwy",,
"54379","Mont-l'Étroit","41","54","88321","Neufchâteau",,
"54380","Mont-le-Vignoble","41","54","54528","Toul",,
"54381","Montreux","41","54","57630","Sarrebourg",,
"54382","Mont-Saint-Martin","41","54","54323","Longwy",,
"54383","Mont-sur-Meurthe","41","54","54076","Blainville-sur-l'Eau",,
"54385","Morfontaine","41","54","54580","Villerupt",,
"54386","Moriviller","41","54","54076","Blainville-sur-l'Eau",,
"54387","Morville-sur-Seille","41","54","54431","Pont-à-Mousson",,
"54388","Mouacourt","41","54","54329","Lunéville",,
"54389","Mouaville","41","54","54273","Jarny",,
"54390","Mousson","41","54","54431","Pont-à-Mousson",,
"54391","Moutiers","41","54","54099","Briey",,
"54392","Moutrot","41","54","54528","Toul",,
"54393","Moyen","41","54","54329","Lunéville",,
"54394","Murville","41","54","54425","Piennes",,
"54395","Nancy","41","54","54395","Nancy",,
"54396","Neufmaisons","41","54","88372","Raon-l'Étape",,
"54397","Neuves-Maisons","41","54","54397","Neuves-Maisons",,
"54398","Neuviller-lès-Badonviller","41","54","57630","Sarrebourg",,
"54399","Neuviller-sur-Moselle","41","54","88090","Charmes",,
"54400","Nomeny","41","54","54431","Pont-à-Mousson",,
"54401","Nonhigny","41","54","54039","Baccarat",,
"54402","Norroy-le-Sec","41","54","54425","Piennes",,
"54403","Norroy-lès-Pont-à-Mousson","41","54","54431","Pont-à-Mousson",,
"54404","Noviant-aux-Prés","41","54","54431","Pont-à-Mousson",,
"54405","Ochey","41","54","54528","Toul",,
"54406","Ogéviller","41","54","54039","Baccarat",,
"54407","Ognéville","41","54","54563","Vézelise",,
"54408","Olley","41","54","54273","Jarny",,
"54409","Omelmont","41","54","54563","Vézelise",,
"54410","Onville","41","54","57463","Metz",,
"54411","Ormes-et-Ville","41","54","54563","Vézelise",,
"54412","Othe","41","54","54322","Longuyon",,
"54413","Ozerailles","41","54","54273","Jarny",,
"54414","Pagney-derrière-Barine","41","54","54528","Toul",,
"54415","Pagny-sur-Moselle","41","54","54431","Pont-à-Mousson",,
"54416","Pannes","41","54","54431","Pont-à-Mousson",,
"54417","Parey-Saint-Césaire","41","54","54563","Vézelise",,
"54418","Parroy","41","54","54329","Lunéville",,
"54419","Parux","41","54","57630","Sarrebourg",,
"54420","Petit-Failly","41","54","54322","Longuyon",,
"54421","Petitmont","41","54","57630","Sarrebourg",,
"54422","Pettonville","41","54","54039","Baccarat",,
"54423","Pexonne","41","54","88372","Raon-l'Étape",,
"54424","Phlin","41","54","54431","Pont-à-Mousson",,
"54425","Piennes","41","54","54425","Piennes",,
"54426","Pierre-la-Treiche","41","54","54528","Toul",,
"54427","Pierre-Percée","41","54","88372","Raon-l'Étape",,
"54428","Pierrepont","41","54","54322","Longuyon",,
"54429","Pierreville","41","54","54563","Vézelise",,
"54430","Pompey","41","54","54395","Nancy",,
"54431","Pont-à-Mousson","41","54","54431","Pont-à-Mousson",,
"54432","Pont-Saint-Vincent","41","54","54397","Neuves-Maisons",,
"54433","Port-sur-Seille","41","54","54431","Pont-à-Mousson",,
"54434","Praye","41","54","54563","Vézelise",,
"54435","Prény","41","54","54431","Pont-à-Mousson",,
"54436","Preutin-Higny","41","54","54425","Piennes",,
"54437","Pulligny","41","54","54563","Vézelise",,
"54438","Pulney","41","54","54563","Vézelise",,
"54439","Pulnoy","41","54","54395","Nancy",,
"54440","Puxe","41","54","54273","Jarny",,
"54441","Puxieux","41","54","54273","Jarny",,
"54442","Quevilloncourt","41","54","54563","Vézelise",,
"54443","Raon-lès-Leau","41","54","67066","La Broque",,
"54444","Raucourt","41","54","54431","Pont-à-Mousson",,
"54445","Raville-sur-Sânon","41","54","54329","Lunéville",,
"54446","Réchicourt-la-Petite","41","54","57132","Château-Salins",,
"54447","Réclonville","41","54","54039","Baccarat",,
"54449","Rehainviller","41","54","54329","Lunéville",,
"54450","Reherrey","41","54","54039","Baccarat",,
"54451","Réhon","41","54","54323","Longwy",,
"54452","Reillon","41","54","54039","Baccarat",,
"54453","Rembercourt-sur-Mad","41","54","54431","Pont-à-Mousson",,
"54455","Remenoville","41","54","54076","Blainville-sur-l'Eau",,
"54456","Réméréville","41","54","54395","Nancy",,
"54457","Remoncourt","41","54","57630","Sarrebourg",,
"54458","Repaix","41","54","57630","Sarrebourg",,
"54459","Richardménil","41","54","54328","Ludres",,
"54460","Rogéville","41","54","54431","Pont-à-Mousson",,
"54461","Romain","41","54","54076","Blainville-sur-l'Eau",,
"54462","Rosières-aux-Salines","41","54","54159","Dombasle-sur-Meurthe",,
"54463","Rosières-en-Haye","41","54","54395","Nancy",,
"54464","Rouves","41","54","54431","Pont-à-Mousson",,
"54465","Roville-devant-Bayon","41","54","88090","Charmes",,
"54466","Royaumeix","41","54","54528","Toul",,
"54467","Rozelieures","41","54","88090","Charmes",,
"54468","Saffais","41","54","54076","Blainville-sur-l'Eau",,
"54469","Saint-Ail","41","54","54280","Joeuf",,
"54470","Saint-Baussant","41","54","55463","Saint-Mihiel",,
"54471","Saint-Boingt","41","54","88090","Charmes",,
"54472","Saint-Clément","41","54","54329","Lunéville",,
"54473","Saint-Firmin","41","54","54563","Vézelise",,
"54474","Sainte-Geneviève","41","54","54431","Pont-à-Mousson",,
"54475","Saint-Germain","41","54","88090","Charmes",,
"54476","Saint-Jean-lès-Longuyon","41","54","54322","Longuyon",,
"54477","Saint-Julien-lès-Gorze","41","54","54431","Pont-à-Mousson",,
"54478","Saint-Marcel","41","54","54273","Jarny",,
"54479","Saint-Mard","41","54","88090","Charmes",,
"54480","Saint-Martin","41","54","54039","Baccarat",,
"54481","Saint-Maurice-aux-Forges","41","54","54039","Baccarat",,
"54482","Saint-Max","41","54","54395","Nancy",,
"54483","Saint-Nicolas-de-Port","41","54","54159","Dombasle-sur-Meurthe",,
"54484","Sainte-Pôle","41","54","54039","Baccarat",,
"54485","Saint-Pancré","41","54","54323","Longwy",,
"54486","Saint-Remimont","41","54","88090","Charmes",,
"54487","Saint-Rémy-aux-Bois","41","54","88090","Charmes",,
"54488","Saint-Sauveur","41","54","57630","Sarrebourg",,
"54489","Saint-Supplet","41","54","54425","Piennes",,
"54490","Saizerais","41","54","54395","Nancy",,
"54491","Sancy","41","54","57672","Thionville",,
"54492","Sanzey","41","54","54528","Toul",,
"54493","Saulnes","41","54","54323","Longwy",,
"54494","Saulxerotte","41","54","54563","Vézelise",,
"54495","Saulxures-lès-Nancy","41","54","54395","Nancy",,
"54496","Saulxures-lès-Vannes","41","54","54528","Toul",,
"54497","Saxon-Sion","41","54","54563","Vézelise",,
"54498","Seichamps","41","54","54395","Nancy",,
"54499","Seicheprey","41","54","55463","Saint-Mihiel",,
"54500","Selaincourt","41","54","54563","Vézelise",,
"54501","Seranville","41","54","54076","Blainville-sur-l'Eau",,
"54502","Serres","41","54","54159","Dombasle-sur-Meurthe",,
"54504","Serrouville","41","54","54580","Villerupt",,
"54505","Sexey-aux-Forges","41","54","54397","Neuves-Maisons",,
"54506","Sexey-les-Bois","41","54","54395","Nancy",,
"54507","Sionviller","41","54","54329","Lunéville",,
"54508","Sivry","41","54","54395","Nancy",,
"54509","Sommerviller","41","54","54159","Dombasle-sur-Meurthe",,
"54510","Sornéville","41","54","57132","Château-Salins",,
"54511","Sponville","41","54","54273","Jarny",,
"54512","Tanconville","41","54","57630","Sarrebourg",,
"54513","Tantonville","41","54","54563","Vézelise",,
"54514","Tellancourt","41","54","54322","Longuyon",,
"54515","Thélod","41","54","54563","Vézelise",,
"54516","They-sous-Vaudemont","41","54","54563","Vézelise",,
"54517","Thézey-Saint-Martin","41","54","54431","Pont-à-Mousson",,
"54518","Thiaucourt-Regniéville","41","54","54431","Pont-à-Mousson",,
"54519","Thiaville-sur-Meurthe","41","54","88372","Raon-l'Étape",,
"54520","Thiébauménil","41","54","54329","Lunéville",,
"54521","Thil","41","54","54580","Villerupt",,
"54522","Thorey-Lyautey","41","54","54563","Vézelise",,
"54523","Thuilley-aux-Groseilles","41","54","54397","Neuves-Maisons",,
"54524","Thumeréville","41","54","54273","Jarny",,
"54525","Tiercelet","41","54","54580","Villerupt",,
"54526","Tomblaine","41","54","54395","Nancy",,
"54527","Tonnoy","41","54","54159","Dombasle-sur-Meurthe",,
"54528","Toul","41","54","54528","Toul",,
"54529","Tramont-Émy","41","54","54563","Vézelise",,
"54530","Tramont-Lassus","41","54","54563","Vézelise",,
"54531","Tramont-Saint-André","41","54","88095","Châtenois",,
"54532","Tremblecourt","41","54","54431","Pont-à-Mousson",,
"54533","Trieux","41","54","54099","Briey",,
"54534","Trondes","41","54","54528","Toul",,
"54535","Tronville","41","54","54273","Jarny",,
"54536","Tucquegnieux","41","54","54099","Briey",,
"54537","Ugny","41","54","54323","Longwy",,
"54538","Uruffe","41","54","55533","Vaucouleurs",,
"54539","Vacqueville","41","54","54039","Baccarat",,
"54540","Val-et-Châtillon","41","54","57630","Sarrebourg",,
"54541","Valhey","41","54","54329","Lunéville",,
"54542","Valleroy","41","54","54280","Joeuf",,
"54543","Vallois","41","54","88367","Rambervillers",,
"54544","Vandelainville","41","54","57463","Metz",,
"54545","Vandeléville","41","54","54563","Vézelise",,
"54546","Vandières","41","54","54431","Pont-à-Mousson",,
"54547","Vandoeuvre-lès-Nancy","41","54","54395","Nancy",,
"54548","Vannes-le-Châtel","41","54","54528","Toul",,
"54549","Varangéville","41","54","54159","Dombasle-sur-Meurthe",,
"54550","Vathiménil","41","54","54039","Baccarat",,
"54551","Vaucourt","41","54","54329","Lunéville",,
"54552","Vaudémont","41","54","54563","Vézelise",,
"54553","Vaudeville","41","54","54563","Vézelise",,
"54554","Vaudigny","41","54","88090","Charmes",,
"54555","Vaxainville","41","54","54039","Baccarat",,
"54556","Vého","41","54","54039","Baccarat",,
"54557","Velaine-en-Haye","41","54","54395","Nancy",,
"54558","Velaine-sous-Amance","41","54","54395","Nancy",,
"54559","Velle-sur-Moselle","41","54","54159","Dombasle-sur-Meurthe",,
"54560","Veney","41","54","54039","Baccarat",,
"54561","Vennezey","41","54","88090","Charmes",,
"54562","Verdenal","41","54","54039","Baccarat",,
"54563","Vézelise","41","54","54563","Vézelise",,
"54564","Viéville-en-Haye","41","54","54431","Pont-à-Mousson",,
"54565","Vigneulles","41","54","54076","Blainville-sur-l'Eau",,
"54566","Vilcey-sur-Trey","41","54","54431","Pont-à-Mousson",,
"54567","Villacourt","41","54","88090","Charmes",,
"54568","Ville-au-Montois","41","54","54323","Longwy",,
"54569","Ville-au-Val","41","54","54431","Pont-à-Mousson",,
"54570","Villecey-sur-Mad","41","54","57463","Metz",,
"54571","Ville-en-Vermois","41","54","54159","Dombasle-sur-Meurthe",,
"54572","Ville-Houdlémont","41","54","54323","Longwy",,
"54573","Villers-en-Haye","41","54","54431","Pont-à-Mousson",,
"54574","Villers-la-Chèvre","41","54","54323","Longwy",,
"54575","Villers-la-Montagne","41","54","54323","Longwy",,
"54576","Villers-le-Rond","41","54","54322","Longuyon",,
"54577","Villers-lès-Moivrons","41","54","54395","Nancy",,
"54578","Villers-lès-Nancy","41","54","54395","Nancy",,
"54579","Villers-sous-Prény","41","54","54431","Pont-à-Mousson",,
"54580","Villerupt","41","54","54580","Villerupt",,
"54581","Ville-sur-Yron","41","54","54273","Jarny",,
"54582","Villette","41","54","54322","Longuyon",,
"54583","Villey-le-Sec","41","54","54528","Toul",,
"54584","Villey-Saint-Étienne","41","54","54528","Toul",,
"54585","Virecourt","41","54","88090","Charmes",,
"54586","Viterne","41","54","54397","Neuves-Maisons",,
"54587","Vitrey","41","54","54563","Vézelise",,
"54588","Vitrimont","41","54","54329","Lunéville",,
"54589","Vittonville","41","54","54431","Pont-à-Mousson",,
"54590","Viviers-sur-Chiers","41","54","54322","Longuyon",,
"54591","Voinémont","41","54","54563","Vézelise",,
"54592","Vroncourt","41","54","54563","Vézelise",,
"54593","Waville","41","54","57463","Metz",,
"54594","Xammes","41","54","54431","Pont-à-Mousson",,
"54595","Xermaménil","41","54","54076","Blainville-sur-l'Eau",,
"54596","Xeuilley","41","54","54397","Neuves-Maisons",,
"54597","Xirocourt","41","54","54563","Vézelise",,
"54598","Xivry-Circourt","41","54","54425","Piennes",,
"54599","Xonville","41","54","54273","Jarny",,
"54600","Xousse","41","54","54329","Lunéville",,
"54601","Xures","41","54","57177","Dieuze",,
"54602","Han-devant-Pierrepont","41","54","54322","Longuyon",,
"55001","Abainville","41","55","88321","Neufchâteau",,
"55002","Abaucourt-Hautecourt","41","55","55181","Étain",,
"55004","Aincreville","41","55","55502","Stenay",,
"55005","Amanty","41","55","88321","Neufchâteau",,
"55007","Ambly-sur-Meuse","41","55","55545","Verdun",,
"55008","Amel-sur-l'Étang","41","55","55181","Étain",,
"55009","Ancemont","41","55","55545","Verdun",,
"55010","Ancerville","41","55","52448","Saint-Dizier",,
"55011","Andernay","41","55","55427","Revigny-sur-Ornain",,
"55012","Apremont-la-Forêt","41","55","55463","Saint-Mihiel",,
"55013","Arrancy-sur-Crusne","41","55","54322","Longuyon",,
"55014","Aubréville","41","55","51507","Sainte-Menehould",,
"55015","Aulnois-en-Perthois","41","55","52448","Saint-Dizier",,
"55017","Autrécourt-sur-Aire","41","55","51507","Sainte-Menehould",,
"55018","Autréville-Saint-Lambert","41","55","55502","Stenay",,
"55021","Avillers-Sainte-Croix","41","55","54273","Jarny",,
"55022","Avioth","41","55","55502","Stenay",,
"55023","Avocourt","41","55","55545","Verdun",,
"55024","Azannes-et-Soumazannes","41","55","55181","Étain",,
"55025","Baâlon","41","55","55502","Stenay",,
"55026","Badonvilliers-Gérauvilliers","41","55","88321","Neufchâteau",,
"55027","Bannoncourt","41","55","55463","Saint-Mihiel",,
"55028","Bantheville","41","55","55502","Stenay",,
"55029","Bar-le-Duc","41","55","55029","Bar-le-Duc",,
"55030","Baudignécourt","41","55","88321","Neufchâteau",,
"55031","Baudonvilliers","41","55","52448","Saint-Dizier",,
"55032","Baudrémont","41","55","55463","Saint-Mihiel",,
"55033","Baulny","41","55","51507","Sainte-Menehould",,
"55034","Bazeilles-sur-Othain","41","55","54322","Longuyon",,
"55035","Bazincourt-sur-Saulx","41","55","55029","Bar-le-Duc",,
"55036","Beauclair","41","55","55502","Stenay",,
"55037","Beaufort-en-Argonne","41","55","55502","Stenay",,
"55038","Beaulieu-en-Argonne","41","55","51507","Sainte-Menehould",,
"55039","Beaumont-en-Verdunois","41","55","55545","Verdun",,
"55040","Beausite","41","55","55029","Bar-le-Duc",,
"55041","Behonne","41","55","55029","Bar-le-Duc",,
"55042","Belleray","41","55","55545","Verdun",,
"55043","Belleville-sur-Meuse","41","55","55545","Verdun",,
"55044","Belrain","41","55","55029","Bar-le-Duc",,
"55045","Belrupt-en-Verdunois","41","55","55545","Verdun",,
"55046","Beney-en-Woëvre","41","55","54431","Pont-à-Mousson",,
"55047","Béthelainville","41","55","55545","Verdun",,
"55048","Béthincourt","41","55","55545","Verdun",,
"55049","Beurey-sur-Saulx","41","55","55427","Revigny-sur-Ornain",,
"55050","Bezonvaux","41","55","55181","Étain",,
"55051","Biencourt-sur-Orge","41","55","55291","Ligny-en-Barrois",,
"55053","Billy-sous-Mangiennes","41","55","54322","Longuyon",,
"55054","Bislée","41","55","55463","Saint-Mihiel",,
"55055","Blanzée","41","55","55181","Étain",,
"55057","Boinville-en-Woëvre","41","55","55181","Étain",,
